id,nama,tipe_kode,wkt_polygon
aplicares_742,KLINIK AL HANA,B,"POLYGON((114.20236 -8.434045, 114.203246 -8.4356, 114.207216 -8.441074, 114.208051 -8.445026, 114.213317 -8.450596, 114.214735 -8.452093, 114.217458 -8.454449, 114.220735 -8.45476, 114.223151 -8.453827, 114.227985 -8.45391, 114.232584 -8.459636, 114.233242 -8.460369, 114.234309 -8.460921, 114.235451 -8.46098, 114.237924 -8.458595, 114.242789 -8.453361, 114.250262 -8.452124, 114.25075 -8.452196, 114.251729 -8.452235, 114.25372 -8.445718, 114.257731 -8.440532, 114.258173 -8.437935, 114.257632 -8.437701, 114.257095 -8.437509, 114.255361 -8.436705, 114.254733 -8.436332, 114.250877 -8.430841, 114.25123 -8.427258, 114.252195 -8.420141, 114.252128 -8.416542, 114.252084 -8.416135, 114.25069 -8.413773, 114.249173 -8.413043, 114.246709 -8.413561, 114.239263 -8.414868, 114.237246 -8.413385, 114.236698 -8.412984, 114.236333 -8.412761, 114.235941 -8.412559, 114.23576 -8.41248, 114.22713 -8.414594, 114.226467 -8.413723, 114.225748 -8.412813, 114.225178 -8.411939, 114.224295 -8.411059, 114.221753 -8.413608, 114.215036 -8.414964, 114.214691 -8.414891, 114.212379 -8.414437, 114.211605 -8.414322, 114.209366 -8.41547, 114.209263 -8.41602, 114.208152 -8.424431, 114.203336 -8.43143, 114.201951 -8.432187, 114.20236 -8.434045))"
aplicares_743,KLINIK ALASMALANG MEDIKA,B,"POLYGON((114.234664 -8.305294, 114.232316 -8.313504, 114.233615 -8.316861, 114.235814 -8.324381, 114.239399 -8.324701, 114.248139 -8.324467, 114.248653 -8.32643, 114.248681 -8.328335, 114.247155 -8.334428, 114.244783 -8.336413, 114.242997 -8.337416, 114.242636 -8.338056, 114.243025 -8.340592, 114.243571 -8.341979, 114.244137 -8.342689, 114.244366 -8.342787, 114.247719 -8.342177, 114.24935 -8.338968, 114.250978 -8.335375, 114.256505 -8.331992, 114.26505 -8.331158, 114.266005 -8.331538, 114.266997 -8.33103, 114.273285 -8.324846, 114.276978 -8.31935, 114.280659 -8.313909, 114.281032 -8.310328, 114.278055 -8.307705, 114.274573 -8.306794, 114.272037 -8.300351, 114.272537 -8.298895, 114.271435 -8.297983, 114.270972 -8.297657, 114.270578 -8.297463, 114.262316 -8.296008, 114.258143 -8.292488, 114.256201 -8.290709, 114.247577 -8.290185, 114.244427 -8.290992, 114.243686 -8.293258, 114.243871 -8.294549, 114.244779 -8.295449, 114.246404 -8.29821, 114.240433 -8.303781, 114.236908 -8.302193, 114.236346 -8.301594, 114.236241 -8.301509, 114.233961 -8.304294, 114.234664 -8.305294))"
aplicares_744,KLINIK PRAMBANAN,B,"POLYGON((114.332002 -8.212592, 114.333812 -8.218057, 114.336888 -8.221675, 114.341121 -8.228609, 114.344624 -8.23355, 114.34998 -8.239821, 114.350343 -8.240008, 114.35523 -8.241987, 114.355501 -8.242092, 114.36119 -8.242265, 114.364411 -8.242064, 114.370918 -8.240637, 114.374351 -8.238798, 114.374926 -8.238076, 114.37951 -8.231982, 114.382695 -8.231626, 114.38429 -8.231619, 114.386369 -8.230335, 114.3877 -8.222534, 114.38757 -8.222089, 114.387061 -8.220337, 114.386135 -8.217936, 114.384597 -8.211067, 114.385609 -8.206304, 114.386334 -8.204051, 114.379797 -8.198461, 114.37922 -8.197512, 114.377894 -8.194675, 114.375918 -8.191755, 114.375696 -8.191723, 114.368009 -8.191629, 114.359079 -8.191277, 114.356323 -8.191152, 114.352362 -8.19474, 114.345173 -8.199296, 114.341771 -8.20223, 114.341216 -8.205787, 114.335863 -8.209265, 114.333097 -8.209162, 114.332002 -8.212592))"
aplicares_745,KLINIK AMOUR 1 (BENCULUK),B,"POLYGON((114.19578 -8.437887, 114.198651 -8.44074, 114.203162 -8.447083, 114.20242 -8.449304, 114.203312 -8.453125, 114.204477 -8.454672, 114.204874 -8.454743, 114.213171 -8.457662, 114.216762 -8.457919, 114.222035 -8.460009, 114.224568 -8.460314, 114.232557 -8.46011, 114.234292 -8.462261, 114.234742 -8.462274, 114.235811 -8.46165, 114.238401 -8.458634, 114.242357 -8.453392, 114.248833 -8.451499, 114.250357 -8.449474, 114.250963 -8.448596, 114.250624 -8.448354, 114.249832 -8.447674, 114.249177 -8.447073, 114.249713 -8.438162, 114.250466 -8.435832, 114.250042 -8.435171, 114.24642 -8.429286, 114.246248 -8.423503, 114.246605 -8.419418, 114.246152 -8.416928, 114.2453 -8.414625, 114.245212 -8.414591, 114.244381 -8.414481, 114.240698 -8.415554, 114.234944 -8.420026, 114.228506 -8.416807, 114.228044 -8.416105, 114.227517 -8.415245, 114.22713 -8.414594, 114.2266 -8.413894, 114.22373 -8.416067, 114.219032 -8.417538, 114.212805 -8.416574, 114.209211 -8.416368, 114.204249 -8.417127, 114.202258 -8.420125, 114.203089 -8.420678, 114.203929 -8.4213, 114.204485 -8.42174, 114.205535 -8.422522, 114.203091 -8.430917, 114.200209 -8.430078, 114.19661 -8.430146, 114.193004 -8.435715, 114.19578 -8.437887))"
aplicares_746,KLINIK KITA,B,"POLYGON((114.342984 -8.205916, 114.345013 -8.211401, 114.346088 -8.213555, 114.347076 -8.215405, 114.347503 -8.216137, 114.351319 -8.223361, 114.35587 -8.228855, 114.357634 -8.234036, 114.358385 -8.235868, 114.359913 -8.236412, 114.367085 -8.237089, 114.375043 -8.236004, 114.383799 -8.234307, 114.386092 -8.233796, 114.386318 -8.233295, 114.387303 -8.228837, 114.3877 -8.222534, 114.38757 -8.222089, 114.387308 -8.221322, 114.386135 -8.217936, 114.384597 -8.211067, 114.385609 -8.206304, 114.385715 -8.205785, 114.385495 -8.204952, 114.384821 -8.203047, 114.38169 -8.195306, 114.382775 -8.190782, 114.383502 -8.189051, 114.384496 -8.185591, 114.383694 -8.182089, 114.380269 -8.180979, 114.377499 -8.182333, 114.368913 -8.181284, 114.362138 -8.182075, 114.355805 -8.184637, 114.353933 -8.1857, 114.349642 -8.191572, 114.348305 -8.194915, 114.344129 -8.201661, 114.343107 -8.202318, 114.342984 -8.205916))"
aplicares_747,KLINIK MEDISKA KETAPANG,B,"POLYGON((114.381481 -8.139104, 114.382602 -8.143185, 114.379943 -8.148784, 114.380203 -8.151356, 114.382011 -8.157872, 114.384024 -8.164133, 114.386585 -8.167942, 114.387647 -8.168565, 114.388292 -8.168735, 114.389523 -8.168207, 114.392757 -8.166835, 114.39406 -8.16542, 114.397017 -8.162354, 114.397171 -8.161723, 114.397275 -8.161147, 114.397266 -8.160452, 114.397551 -8.155115, 114.401196 -8.150786, 114.40912 -8.149881, 114.411847 -8.151278, 114.413488 -8.148074, 114.410761 -8.146677, 114.408034 -8.14528, 114.402328 -8.141456, 114.401501 -8.134593, 114.40181 -8.133782, 114.401356 -8.131261, 114.399497 -8.122589, 114.399788 -8.121472, 114.403337 -8.116225, 114.404127 -8.115118, 114.404324 -8.1143, 114.404425 -8.112717, 114.404144 -8.112287, 114.402676 -8.11185, 114.400891 -8.11154, 114.400482 -8.11183, 114.397753 -8.115854, 114.396542 -8.117592, 114.396192 -8.118273, 114.395464 -8.120279, 114.395135 -8.121048, 114.3895 -8.127425, 114.387586 -8.129775, 114.381423 -8.134528, 114.380917 -8.134938, 114.38057 -8.135425, 114.379886 -8.136934, 114.381481 -8.139104))"
aplicares_748,KLINIK AMANAH,B,"POLYGON((114.293638 -8.223587, 114.297434 -8.227921, 114.29961 -8.228629, 114.29991 -8.228703, 114.307957 -8.230842, 114.308618 -8.231192, 114.3113 -8.231477, 114.31547 -8.229072, 114.317363 -8.22601, 114.324736 -8.228176, 114.324978 -8.228772, 114.327392 -8.23416, 114.327508 -8.235051, 114.328844 -8.235985, 114.329758 -8.236258, 114.330441 -8.236075, 114.334729 -8.234566, 114.338627 -8.230048, 114.339123 -8.229499, 114.343416 -8.221669, 114.346718 -8.221221, 114.348236 -8.221064, 114.349915 -8.220502, 114.350177 -8.220327, 114.352363 -8.217962, 114.353593 -8.214579, 114.352998 -8.212313, 114.352299 -8.210791, 114.350233 -8.208217, 114.348804 -8.207871, 114.347283 -8.207536, 114.346949 -8.207505, 114.344111 -8.209051, 114.336642 -8.205182, 114.336469 -8.205122, 114.33627 -8.205075, 114.332835 -8.204025, 114.328255 -8.197241, 114.325192 -8.194466, 114.324124 -8.19405, 114.318883 -8.194398, 114.311869 -8.195549, 114.309641 -8.19368, 114.309036 -8.193007, 114.308723 -8.192724, 114.306132 -8.193187, 114.305801 -8.193664, 114.305874 -8.194926, 114.306145 -8.195275, 114.30714 -8.19647, 114.307387 -8.196763, 114.308098 -8.197391, 114.308918 -8.198025, 114.309265 -8.198251, 114.311074 -8.200124, 114.309734 -8.208269, 114.301972 -8.211054, 114.300677 -8.208931, 114.300186 -8.208401, 114.299311 -8.208678, 114.297923 -8.209011, 114.296456 -8.210871, 114.294027 -8.215556, 114.292575 -8.21885, 114.293638 -8.223587))"
aplicares_749,KLINIK ANINDYA,B,"POLYGON((114.34672 -8.163767, 114.349377 -8.165595, 114.350958 -8.17342, 114.349176 -8.176548, 114.35036 -8.181062, 114.353613 -8.187065, 114.354425 -8.187841, 114.356439 -8.189068, 114.356643 -8.189035, 114.361831 -8.186104, 114.364248 -8.18551, 114.364266 -8.18548, 114.364244 -8.185385, 114.364063 -8.183721, 114.363708 -8.183032, 114.363667 -8.183007, 114.357426 -8.177569, 114.365239 -8.173904, 114.366768 -8.174374, 114.367154 -8.174588, 114.369301 -8.174747, 114.37243 -8.176062, 114.374931 -8.178647, 114.373741 -8.186269, 114.373737 -8.186279, 114.374002 -8.188851, 114.373558 -8.191324, 114.373701 -8.191579, 114.374616 -8.193399, 114.374786 -8.193839, 114.374925 -8.193878, 114.377963 -8.194723, 114.380075 -8.194551, 114.383032 -8.192667, 114.384391 -8.191575, 114.384659 -8.191029, 114.385501 -8.184476, 114.387448 -8.182245, 114.390631 -8.175266, 114.393262 -8.172206, 114.393518 -8.168797, 114.393364 -8.164473, 114.391508 -8.159415, 114.391187 -8.159169, 114.388877 -8.159895, 114.386443 -8.160739, 114.381331 -8.164688, 114.37473 -8.169312, 114.373189 -8.169139, 114.365802 -8.164147, 114.367489 -8.161226, 114.36686 -8.159383, 114.365773 -8.15806, 114.363587 -8.153844, 114.362217 -8.152187, 114.362078 -8.152153, 114.360749 -8.152606, 114.356772 -8.155785, 114.355261 -8.159053, 114.348184 -8.160478, 114.34593 -8.159475, 114.344467 -8.162764, 114.34672 -8.163767))"
aplicares_750,KLINIK STIKES BANYUWANGI,B,"POLYGON((114.330896 -8.204978, 114.333164 -8.212964, 114.33383 -8.215438, 114.335249 -8.217674, 114.339093 -8.223852, 114.342893 -8.227104, 114.346959 -8.234212, 114.347056 -8.234298, 114.347808 -8.234703, 114.349601 -8.235019, 114.350967 -8.234027, 114.359722 -8.232774, 114.360655 -8.232597, 114.365122 -8.231127, 114.370959 -8.227642, 114.375187 -8.226426, 114.37711 -8.225869, 114.38237 -8.224127, 114.38348 -8.222925, 114.385431 -8.220595, 114.38616 -8.219045, 114.386135 -8.217936, 114.385948 -8.217442, 114.384597 -8.211067, 114.385609 -8.206304, 114.385911 -8.205457, 114.385495 -8.204952, 114.38508 -8.204433, 114.38076 -8.198012, 114.381473 -8.19603, 114.381416 -8.195832, 114.381113 -8.195348, 114.378468 -8.191207, 114.376531 -8.190603, 114.376285 -8.190529, 114.373836 -8.189833, 114.370932 -8.188656, 114.365205 -8.183932, 114.35926 -8.177477, 114.357794 -8.175807, 114.357351 -8.175715, 114.353292 -8.177392, 114.35004 -8.180913, 114.348793 -8.18429, 114.3432 -8.188766, 114.34028 -8.191809, 114.337693 -8.196746, 114.33285 -8.198975, 114.331512 -8.202318, 114.330896 -8.204978))"
aplicares_751,KLINIK SONGGON SEHAT SELALU,B,"POLYGON((114.186105 -8.233321, 114.186242 -8.233551, 114.189796 -8.240153, 114.189936 -8.240457, 114.190076 -8.240761, 114.197217 -8.242219, 114.197598 -8.242493, 114.202893 -8.247747, 114.197058 -8.253358, 114.19671 -8.25345, 114.196717 -8.255263, 114.194647 -8.262922, 114.194897 -8.263181, 114.202113 -8.264069, 114.202386 -8.264073, 114.20337 -8.2639, 114.211976 -8.26442, 114.212913 -8.266926, 114.213272 -8.266902, 114.213255 -8.266645, 114.213238 -8.266389, 114.213204 -8.266097, 114.21316 -8.265949, 114.213045 -8.265694, 114.212864 -8.265265, 114.212714 -8.26484, 114.212639 -8.264613, 114.212003 -8.262899, 114.211926 -8.26232, 114.211861 -8.261914, 114.211797 -8.261512, 114.211709 -8.261247, 114.211628 -8.261012, 114.211553 -8.260825, 114.211482 -8.260648, 114.211175 -8.256431, 114.21146 -8.25557, 114.211232 -8.255292, 114.208885 -8.251789, 114.209135 -8.248905, 114.217246 -8.24666, 114.222531 -8.250012, 114.223632 -8.253042, 114.223718 -8.253258, 114.222753 -8.261866, 114.22247 -8.262144, 114.222187 -8.262422, 114.22244 -8.262678, 114.222723 -8.262401, 114.223263 -8.261911, 114.223531 -8.261688, 114.223914 -8.261327, 114.224289 -8.260973, 114.232615 -8.263836, 114.234236 -8.264253, 114.234921 -8.264332, 114.235181 -8.264082, 114.233829 -8.25547, 114.234105 -8.254971, 114.23438 -8.254472, 114.234065 -8.254298, 114.22664 -8.254578, 114.226706 -8.246875, 114.227035 -8.246382, 114.227364 -8.245889, 114.227025 -8.243864, 114.225577 -8.240313, 114.225232 -8.239362, 114.224365 -8.238304, 114.223499 -8.237245, 114.219259 -8.236384, 114.218969 -8.236597, 114.210469 -8.23743, 114.209648 -8.236886, 114.205884 -8.229176, 114.209971 -8.225109, 114.21024 -8.224869, 114.207233 -8.220092, 114.201611 -8.217827, 114.201255 -8.217882, 114.195007 -8.221546, 114.189814 -8.223306, 114.189832 -8.223574, 114.188171 -8.23041, 114.185969 -8.233092, 114.186105 -8.233321))"
aplicares_752,KLINIK ANUGERAH,B,"POLYGON((114.373221 -8.135402, 114.372785 -8.140108, 114.372742 -8.140476, 114.372751 -8.14106, 114.369085 -8.149178, 114.368664 -8.152753, 114.372301 -8.156169, 114.374679 -8.161051, 114.37548 -8.162675, 114.378804 -8.16706, 114.379683 -8.173069, 114.380255 -8.176285, 114.381982 -8.179706, 114.382304 -8.179823, 114.383816 -8.179524, 114.384906 -8.179039, 114.389789 -8.176859, 114.396491 -8.171656, 114.396549 -8.168057, 114.397017 -8.162354, 114.397171 -8.161723, 114.397275 -8.161147, 114.397266 -8.160452, 114.399161 -8.152301, 114.401196 -8.150786, 114.409079 -8.14986, 114.411765 -8.151236, 114.413406 -8.148032, 114.41072 -8.146656, 114.408034 -8.14528, 114.402328 -8.141456, 114.401501 -8.134593, 114.40181 -8.133782, 114.402179 -8.132804, 114.402916 -8.130469, 114.398931 -8.123961, 114.397421 -8.121962, 114.397085 -8.121905, 114.395483 -8.122925, 114.388478 -8.1264, 114.384384 -8.127241, 114.376608 -8.131148, 114.375147 -8.131134, 114.374495 -8.131355, 114.373192 -8.131806, 114.373221 -8.135402))"
aplicares_753,KLINIK ROLAS MEDIKA SILIRAGUNG,B,"POLYGON((114.081629 -8.565786, 114.083469 -8.567911, 114.085282 -8.56801, 114.08962 -8.574715, 114.08977 -8.575706, 114.092343 -8.57707, 114.098739 -8.580647, 114.100971 -8.58215, 114.102852 -8.583152, 114.109464 -8.585402, 114.117748 -8.58732, 114.118557 -8.587355, 114.121468 -8.585745, 114.124329 -8.582289, 114.12996 -8.577412, 114.129954 -8.57724, 114.130017 -8.573265, 114.130064 -8.572573, 114.130092 -8.571898, 114.13609 -8.565882, 114.137188 -8.565738, 114.136719 -8.562168, 114.13268 -8.555517, 114.12989 -8.548842, 114.12673 -8.54881, 114.123564 -8.540975, 114.119238 -8.537141, 114.115113 -8.532589, 114.110677 -8.529712, 114.110485 -8.529706, 114.105892 -8.533824, 114.10583 -8.534943, 114.105748 -8.536784, 114.102589 -8.542724, 114.094984 -8.544948, 114.089723 -8.547817, 114.088664 -8.549559, 114.086963 -8.553247, 114.084062 -8.558329, 114.082075 -8.561435, 114.081725 -8.562187, 114.081629 -8.565786))"
aplicares_754,KLINIK SYIFATAMA,B,"POLYGON((114.140633 -8.50168, 114.144026 -8.507892, 114.145956 -8.509805, 114.148837 -8.51133, 114.152619 -8.513953, 114.156146 -8.513234, 114.159886 -8.520074, 114.159803 -8.524111, 114.164011 -8.531543, 114.165209 -8.533874, 114.165691 -8.534318, 114.16886 -8.536027, 114.172229 -8.534596, 114.179079 -8.52987, 114.184795 -8.526721, 114.185772 -8.525516, 114.18673 -8.522909, 114.1915 -8.517492, 114.195052 -8.515493, 114.197936 -8.513281, 114.199614 -8.504659, 114.199786 -8.503838, 114.199822 -8.502904, 114.199831 -8.502352, 114.197514 -8.497184, 114.195215 -8.490605, 114.189774 -8.487976, 114.187822 -8.48403, 114.186121 -8.479642, 114.182549 -8.473326, 114.182337 -8.472955, 114.180355 -8.47045, 114.179891 -8.469972, 114.177522 -8.470874, 114.171389 -8.476472, 114.17147 -8.480071, 114.175395 -8.483005, 114.172571 -8.489064, 114.16997 -8.490399, 114.163255 -8.486452, 114.163173 -8.486222, 114.162744 -8.485141, 114.159398 -8.486469, 114.155252 -8.487422, 114.153419 -8.488566, 114.148932 -8.491375, 114.145045 -8.49489, 114.14094 -8.498093, 114.140633 -8.50168))"
aplicares_755,KLINIK AL-AFIYAH,B,"POLYGON((114.31092 -8.319458, 114.312836 -8.322394, 114.314191 -8.323223, 114.315666 -8.323641, 114.31637 -8.323414, 114.316826 -8.323066, 114.317104 -8.322728, 114.31732 -8.322391, 114.32025 -8.319775, 114.320931 -8.319506, 114.321559 -8.319224, 114.322266 -8.318962, 114.3225 -8.318898, 114.324346 -8.318513, 114.328803 -8.326127, 114.327974 -8.327515, 114.327824 -8.327765, 114.328319 -8.329694, 114.328807 -8.330167, 114.329147 -8.330227, 114.336419 -8.332832, 114.340656 -8.339227, 114.341607 -8.341411, 114.342139 -8.342107, 114.346016 -8.343147, 114.349004 -8.342005, 114.349525 -8.341791, 114.356011 -8.338376, 114.357449 -8.335075, 114.357088 -8.332421, 114.357035 -8.331985, 114.356908 -8.3314, 114.356746 -8.330922, 114.359982 -8.322566, 114.363078 -8.315361, 114.363617 -8.313757, 114.362628 -8.310903, 114.361962 -8.309943, 114.361032 -8.30932, 114.358068 -8.307857, 114.357651 -8.307867, 114.35673 -8.308546, 114.349351 -8.313295, 114.34758 -8.312829, 114.346483 -8.31262, 114.34583 -8.312527, 114.345259 -8.312538, 114.33918 -8.313066, 114.336469 -8.312943, 114.335554 -8.312936, 114.334623 -8.312992, 114.33338 -8.313134, 114.332544 -8.313258, 114.331254 -8.31348, 114.325106 -8.308095, 114.321609 -8.307241, 114.321318 -8.308433, 114.321068 -8.309391, 114.32057 -8.311404, 114.320103 -8.313287, 114.312113 -8.316061, 114.31092 -8.319458))"
aplicares_756,KLINIK U SMILE,B,"POLYGON((114.346499 -8.20536, 114.346415 -8.205711, 114.34713 -8.207011, 114.350739 -8.213278, 114.351411 -8.216853, 114.351582 -8.217678, 114.357427 -8.22403, 114.358077 -8.225219, 114.36098 -8.230396, 114.363287 -8.232715, 114.36413 -8.233353, 114.364771 -8.233704, 114.366141 -8.234409, 114.370026 -8.234757, 114.375078 -8.235901, 114.382879 -8.232632, 114.385237 -8.23245, 114.386475 -8.23246, 114.386641 -8.232351, 114.386828 -8.228756, 114.3877 -8.222534, 114.38757 -8.222089, 114.387308 -8.221322, 114.386135 -8.217936, 114.384597 -8.211067, 114.385609 -8.206304, 114.385715 -8.205785, 114.385495 -8.204952, 114.384821 -8.203047, 114.38169 -8.195306, 114.382775 -8.190782, 114.383091 -8.186315, 114.383597 -8.183322, 114.384141 -8.180414, 114.382775 -8.178472, 114.382574 -8.178421, 114.382216 -8.178609, 114.380653 -8.179522, 114.379674 -8.180044, 114.370926 -8.181754, 114.37073 -8.181678, 114.3703 -8.181567, 114.369484 -8.181622, 114.363382 -8.182835, 114.361239 -8.183401, 114.354574 -8.188536, 114.352731 -8.189598, 114.352621 -8.189827, 114.351462 -8.192304, 114.349932 -8.195563, 114.349988 -8.201348, 114.346634 -8.204934, 114.346604 -8.205017, 114.346499 -8.20536))"
aplicares_757,KLINIK SUMBER SANTOSA,B,"POLYGON((114.217358 -8.529674, 114.217145 -8.530481, 114.216385 -8.533872, 114.216284 -8.534427, 114.216245 -8.534789, 114.216256 -8.53721, 114.216279 -8.537551, 114.216428 -8.538171, 114.216857 -8.539195, 114.218282 -8.542443, 114.218462 -8.542866, 114.218698 -8.543357, 114.220332 -8.546925, 114.222056 -8.555556, 114.221316 -8.559799, 114.221138 -8.560519, 114.220925 -8.561644, 114.224462 -8.562313, 114.230075 -8.568975, 114.23007 -8.569498, 114.230132 -8.571569, 114.235016 -8.573742, 114.237037 -8.573717, 114.24253 -8.573563, 114.246414 -8.573528, 114.247994 -8.571845, 114.249749 -8.56877, 114.255244 -8.562172, 114.259871 -8.561468, 114.259877 -8.560281, 114.262753 -8.554099, 114.26635 -8.553947, 114.268938 -8.552181, 114.270488 -8.550537, 114.270401 -8.549446, 114.267262 -8.54575, 114.264155 -8.542866, 114.261353 -8.54023, 114.255084 -8.538784, 114.25004 -8.541867, 114.245546 -8.536706, 114.24751 -8.532778, 114.249471 -8.528855, 114.250391 -8.527031, 114.250976 -8.525844, 114.247746 -8.524253, 114.243958 -8.5261, 114.243893 -8.5297, 114.242326 -8.535096, 114.237197 -8.537705, 114.233613 -8.538049, 114.233735 -8.539081, 114.228348 -8.545932, 114.22592 -8.545643, 114.222438 -8.542637, 114.221938 -8.541787, 114.221766 -8.541437, 114.221654 -8.541184, 114.22144 -8.540621, 114.220167 -8.537779, 114.219898 -8.534659, 114.220628 -8.531392, 114.220805 -8.530712, 114.220994 -8.530079, 114.221204 -8.529269, 114.221423 -8.528354, 114.217922 -8.527515, 114.217358 -8.529674))"
aplicares_758,KLINIK YOMA MEDIKA,B,"POLYGON((114.248208 -8.38586, 114.248614 -8.393876, 114.249907 -8.402394, 114.250829 -8.40974, 114.251001 -8.41146, 114.251706 -8.41452, 114.252047 -8.41462, 114.258865 -8.41393, 114.267454 -8.413915, 114.268646 -8.414485, 114.276268 -8.414532, 114.281193 -8.415473, 114.284503 -8.415526, 114.287471 -8.413826, 114.290551 -8.409216, 114.29277 -8.406382, 114.294996 -8.400643, 114.296684 -8.397463, 114.294415 -8.388896, 114.295416 -8.384254, 114.291166 -8.377762, 114.292223 -8.375819, 114.292287 -8.375691, 114.291668 -8.373375, 114.29042 -8.369798, 114.289382 -8.366815, 114.288177 -8.365537, 114.288032 -8.365511, 114.280691 -8.36522, 114.279073 -8.366207, 114.277821 -8.366979, 114.270413 -8.370368, 114.265736 -8.369445, 114.260618 -8.368865, 114.259501 -8.36988, 114.257998 -8.371334, 114.257153 -8.372608, 114.253655 -8.378889, 114.248561 -8.382239, 114.248208 -8.38586))"
